N	β	B	Ω	E/N	M/N
6.0	5.0	3.0	3.0	-4.746671572871454	0.054490900807779206
7.0	0.5	0.0	0.0	-0.3961004205085798	3.96508223080413e-18
7.0	0.5	0.0	1.0	-1.3801470828970077	-0.048416516026081845
7.0	0.5	0.0	2.0	-2.6421764901754154	-0.09725631076472617
7.0	0.5	0.0	3.0	-3.7625517257771195	-0.12410072838667134
7.0	0.5	1.0	0.0	-0.7608533546472762	2.7755575615628914e-17
7.0	0.5	1.0	1.0	-1.607926922304379	-0.03425081442322446
7.0	0.5	1.0	2.0	-2.790051126587803	-0.07797679844421466
7.0	0.5	1.0	3.0	-3.8737583472114494	-0.10699831225488655
7.0	0.5	2.0	0.0	-1.6723499795425603	-3.3703198961835107e-17
7.0	0.5	2.0	1.0	-2.2418347762545143	-0.013581702882294013
7.0	0.5	2.0	2.0	-3.2158555470348316	-0.04210511496977846
7.0	0.5	2.0	3.0	-4.1974737223060705	-0.0701701753460129
7.0	0.5	3.0	0.0	-2.7873942328997745	-1.2390881971262908e-17
7.0	0.5	3.0	1.0	-3.1327792128790377	-0.004008040740244705
7.0	0.5	3.0	2.0	-3.8642023574043307	-0.017390336937599626
7.0	0.5	3.0	3.0	-4.705088042149219	-0.03730064658300535
7.0	1.0	0.0	0.0	-0.6527949908192273	-1.9825411154020653e-17
7.0	1.0	0.0	1.0	-1.8195144360643174	-0.12933801528600422
7.0	1.0	0.0	2.0	-2.8508169510277654	-0.14097353133902268
7.0	1.0	0.0	3.0	-3.856047807245333	-0.14260082192769943
7.0	1.0	1.0	0.0	-1.060076601058319	7.335402126987641e-17
7.0	1.0	1.0	1.0	-2.0105710972706525	-0.07923187020958987
7.0	1.0	1.0	2.0	-2.987123236004553	-0.1087727532713202
7.0	1.0	1.0	3.0	-3.9625649944352204	-0.12153939031006526
7.0	1.0	2.0	0.0	-2.0233578201913933	-1.784287003861859e-17
7.0	1.0	2.0	1.0	-2.5564469348451113	-0.021848917453136385
7.0	1.0	2.0	2.0	-3.3799982252309464	-0.053231352225914685
7.0	1.0	2.0	3.0	-4.273111734279452	-0.07736181072344313
7.0	1.0	3.0	0.0	-3.0500433403635854	-1.982541115402065e-18
7.0	1.0	3.0	1.0	-3.3444443094685483	-0.004592814265726628
7.0	1.0	3.0	2.0	-3.98253398076094	-0.01966343210636048
7.0	1.0	3.0	3.0	-4.762201116010216	-0.03966014520869709
7.0	1.5	0.0	0.0	-0.7758413602670272	0.0
7.0	1.5	0.0	1.0	-1.8535343106796194	-0.1412697182059088
7.0	1.5	0.0	2.0	-2.856895235855827	-0.1427778670863837
7.0	1.5	0.0	3.0	-3.8571266249313005	-0.14285319492983828
7.0	1.5	1.0	0.0	-1.1514771001957993	5.15460690004537e-17
7.0	1.5	1.0	1.0	-2.0423680619857727	-0.08488605028335669
7.0	1.5	1.0	2.0	-2.9925596843712237	-0.10990705826415878
7.0	1.5	1.0	3.0	-3.9635179277676476	-0.12172053492996049
7.0	1.5	2.0	0.0	-2.0878724922957277	-2.577303450022685e-17
7.0	1.5	2.0	1.0	-2.578239469567143	-0.022398506693694316
7.0	1.5	2.0	2.0	-3.3837664805047227	-0.05351966655542652
7.0	1.5	2.0	3.0	-4.273768622494193	-0.07743029537246977
7.0	1.5	3.0	0.0	-3.0697653698735103	1.486905836551549e-17
7.0	1.5	3.0	1.0	-3.353403308717478	-0.0045847578761239694
7.0	1.5	3.0	2.0	-3.9844291177620073	-0.019693077980603126
7.0	1.5	3.0	3.0	-4.762553244786139	-0.03967441599056531
7.0	2.0	0.0	0.0	-0.8263093543507006	0.0
7.0	2.0	0.0	1.0	-1.85672196073801	-0.14265674830923353
7.0	2.0	0.0	2.0	-2.8571316750662548	-0.14285347116090713
7.0	2.0	0.0	3.0	-3.857142585194223	-0.14285707560683938
7.0	2.0	1.0	0.0	-1.1837954655621967	1.149873846933198e-16
7.0	2.0	1.0	1.0	-2.0452681600640905	-0.08546350020312252
7.0	2.0	1.0	2.0	-2.9927500858683613	-0.10994942365910898
7.0	2.0	1.0	3.0	-3.963530711467962	-0.12172305981850592
7.0	2.0	2.0	0.0	-2.1027360568734914	-8.921435019309294e-18
7.0	2.0	2.0	1.0	-2.5799570802262264	-0.022431558154081734
7.0	2.0	2.0	2.0	-3.3838676370066834	-0.053527399634531084
7.0	2.0	2.0	3.0	-4.273775371922544	-0.07743101690861509
7.0	2.0	3.0	0.0	-3.0715579381628055	-2.4781763942525816e-18
7.0	2.0	3.0	1.0	-3.3538464808070243	-0.004583048562912988
7.0	2.0	3.0	2.0	-3.984463578537169	-0.019693483430018394
7.0	2.0	3.0	3.0	-4.762555706239529	-0.039674511927945764
7.0	2.5	0.0	0.0	-0.8456693984155109	0.0
7.0	2.5	0.0	1.0	-1.8570891242988252	-0.14283076429084282
7.0	2.5	0.0	2.0	-2.857142320920697	-0.1428569651114219
7.0	2.5	0.0	3.0	-3.857142852332447	-0.1428571416595009
7.0	2.5	1.0	0.0	-1.1979870386192126	3.172065784643304e-17
7.0	2.5	1.0	1.0	-2.045574830154631	-0.0855274553601256
7.0	2.5	1.0	2.0	-2.992757687625263	-0.10995116485454182
7.0	2.5	1.0	3.0	-3.9635309048123935	-0.12172309872885977
7.0	2.5	2.0	0.0	-2.106678961064759	-1.3877787807814457e-17
7.0	2.5	2.0	1.0	-2.5801059924175895	-0.022433706327862537
7.0	2.5	2.0	2.0	-3.383870620864658	-0.053527627733897125
7.0	2.5	2.0	3.0	-4.27377544889615	-0.07743102527871897
7.0	2.5	3.0	0.0	-3.0717413081732845	-9.912705577010326e-19
7.0	2.5	3.0	1.0	-3.353870623732804	-0.004582902919362927
7.0	2.5	3.0	2.0	-3.9844642546874556	-0.019693489419259667
7.0	2.5	3.0	3.0	-4.762555724915562	-0.039674512639203456
7.0	3.0	0.0	0.0	-0.852904074588628	0.0
7.0	3.0	0.0	1.0	-1.8571357435901523	-0.14285361014362358
7.0	3.0	0.0	2.0	-2.85714283081833	-0.14285713410036707
7.0	3.0	0.0	3.0	-3.8571428570559	-0.142857142835437
7.0	3.0	1.0	0.0	-1.2054684709142875	7.533656238527848e-17
7.0	3.0	1.0	1.0	-2.045609944977483	-0.08553495651817497
7.0	3.0	1.0	2.0	-2.992758011610524	-0.10995124008537985
7.0	3.0	1.0	3.0	-3.9635309079120105	-0.1217230993579229
7.0	3.0	2.0	0.0	-2.10780628087059	-1.486905836551549e-17
7.0	3.0	2.0	1.0	-2.5801196004837883	-0.022433853681226974
7.0	3.0	2.0	2.0	-3.383870714119108	-0.053527634877862766
7.0	3.0	2.0	3.0	-4.273775449828802	-0.0774310253811854
7.0	3.0	3.0	0.0	-3.071761287458016	1.338215252896394e-17
7.0	3.0	3.0	1.0	-3.3538720095962415	-0.004582892263637435
7.0	3.0	3.0	2.0	-3.9844642685670615	-0.019693489512525728
7.0	3.0	3.0	3.0	-4.762555725064824	-0.03967451264482032
7.0	3.5	0.0	0.0	-0.8555810550953133	0.0
7.0	3.5	0.0	1.0	-1.8571419022708329	-0.14285666661505042
7.0	3.5	0.0	2.0	-2.8571428558390366	-0.1428571424228659
7.0	3.5	0.0	3.0	-3.8571428571412727	-0.14285714285674686
7.0	3.5	1.0	0.0	-1.2099942818440919	7.137148015447435e-17
7.0	3.5	1.0	1.0	-2.045614138153721	-0.08553586398844333
7.0	3.5	1.0	2.0	-2.9927580258425115	-0.10995124341054471
7.0	3.5	1.0	3.0	-3.9635309079629764	-0.12172309936830228
7.0	3.5	2.0	0.0	-2.108142787911367	1.982541115402065e-18
7.0	3.5	2.0	1.0	-2.580120882327025	-0.02243386407051123
7.0	3.5	2.0	2.0	-3.3838707171348146	-0.0535276351094617
7.0	3.5	2.0	3.0	-4.2737754498404685	-0.0774310253824743
7.0	3.5	3.0	0.0	-3.071763544309828	-4.956352788505163e-18
7.0	3.5	3.0	1.0	-3.353872091579851	-0.004582891524599493
7.0	3.5	3.0	2.0	-3.984464268859817	-0.019693489514024498
7.0	3.5	3.0	3.0	-4.762555725066057	-0.03967451264486631
7.0	4.0	0.0	0.0	-0.8565679712049146	0.0
7.0	4.0	0.0	1.0	-1.8571427283046484	-0.1428570784974055
7.0	4.0	0.0	2.0	-2.857142857078068	-0.14285714283555256
7.0	4.0	0.0	3.0	-3.857142857142829	-0.14285714285713563
7.0	4.0	1.0	0.0	-1.213026485511859	1.2688263138573217e-16
7.0	4.0	1.0	1.0	-2.0456146500284063	-0.08553597554815384
7.0	4.0	1.0	2.0	-2.9927580264760647	-0.1099512435589691
7.0	4.0	1.0	3.0	-3.963530907963823	-0.1217230993684753
7.0	4.0	2.0	0.0	-2.108246003654821	-7.93016446160826e-18
7.0	4.0	2.0	1.0	-2.580121005311231	-0.022433864805512637
7.0	4.0	2.0	2.0	-3.3838707172342706	-0.05352763511711552
7.0	4.0	2.0	3.0	-4.273775449840617	-0.07743102538249087
7.0	4.0	3.0	0.0	-3.0717638050881604	-1.982541115402065e-18
7.0	4.0	3.0	1.0	-3.353872096522448	-0.0045828914745897386
7.0	4.0	3.0	2.0	-3.984464268866096	-0.019693489514048857
7.0	4.0	3.0	3.0	-4.762555725066067	-0.03967451264486656
7.0	4.5	0.0	0.0	-0.8569313235840236	0.0
7.0	4.5	0.0	1.0	-1.8571428397258878	-0.14285713415161239
7.0	4.5	0.0	2.0	-2.857142857139634	-0.14285714285606851
7.0	4.5	0.0	3.0	-3.8571428571428563	-0.1428571428571427
7.0	4.5	1.0	0.0	-1.2152140799255435	1.030921380009074e-16
7.0	4.5	1.0	1.0	-2.0456147132388915	-0.08553598937666305
7.0	4.5	1.0	2.0	-2.9927580265044296	-0.10995124356562228
7.0	4.5	1.0	3.0	-3.963530907963837	-0.12172309936847821
7.0	4.5	2.0	0.0	-2.1082782455058	-3.271192840413408e-17
7.0	4.5	2.0	1.0	-2.5801210172491413	-0.022433864856285828
7.0	4.5	2.0	2.0	-3.383870717237588	-0.05352763511737121
7.0	4.5	2.0	3.0	-4.273775449840619	-0.07743102538249101
7.0	4.5	3.0	0.0	-3.071763835685451	3.6677010634938206e-17
7.0	4.5	3.0	1.0	-3.3538720968242908	-0.004582891471250877
7.0	4.5	3.0	2.0	-3.984464268866231	-0.01969348951404906
7.0	4.5	3.0	3.0	-4.762555725066066	-0.03967451264486658
7.0	5.0	0.0	0.0	-0.8570650322250823	0.0
7.0	5.0	0.0	1.0	-1.8571428547866913	-0.1428571416792071
7.0	5.0	0.0	2.0	-2.857142857142697	-0.14285714285708936
7.0	5.0	0.0	3.0	-3.857142857142857	-0.14285714285714285
7.0	5.0	1.0	0.0	-1.216874908366558	7.93016446160826e-18
7.0	5.0	1.0	1.0	-2.0456147210919107	-0.08553599109815349
7.0	5.0	1.0	2.0	-2.9927580265057023	-0.10995124356592102
7.0	5.0	1.0	3.0	-3.9635309079638366	-0.12172309936847817
7.0	5.0	2.0	0.0	-2.1082884458721374	-1.3877787807814457e-17
7.0	5.0	2.0	1.0	-2.5801210184169245	-0.022433864859567505
7.0	5.0	2.0	2.0	-3.383870717237699	-0.053527635117379534
7.0	5.0	2.0	3.0	-4.273775449840619	-0.07743102538249112
7.0	5.0	3.0	0.0	-3.0717638393145066	4.956352788505163e-19
7.0	5.0	3.0	1.0	-3.3538720968428968	-0.004582891471029673
7.0	5.0	3.0	2.0	-3.9844642688662346	-0.01969348951404909
7.0	5.0	3.0	3.0	-4.762555725066066	-0.03967451264486667
8.0	0.5	0.0	0.0	-0.40435251260250826	0.0057005713444239665
8.0	0.5	0.0	1.0	-1.4046973626860966	0.03810266377098252
8.0	0.5	0.0	2.0	-2.6655855326636786	0.08200979342329738
8.0	0.5	0.0	3.0	-3.783288818472528	0.10713277080200292
8.0	0.5	1.0	0.0	-0.7672061459578112	0.003357044204671598
8.0	0.5	1.0	1.0	-1.628426884201806	0.025769902717003343
8.0	0.5	1.0	2.0	-2.8113789247584835	0.06393323931706787
8.0	0.5	1.0	3.0	-3.8933674707200483	0.09063792321056667
8.0	0.5	2.0	0.0	-1.6756137617384879	0.0008993835887563017
8.0	0.5	2.0	1.0	-2.254243505637472	0.009036839276652053
8.0	0.5	2.0	2.0	-3.2321812484914005	0.031879837811127326
8.0	0.5	2.0	3.0	-4.214173195558108	0.05629195918957099
8.0	0.5	3.0	0.0	-2.7889613451694597	0.00019081720704575145
8.0	0.5	3.0	1.0	-3.139106596234186	0.0022569419841268427
8.0	0.5	3.0	2.0	-3.875216806664454	0.011709641494232603
8.0	0.5	3.0	3.0	-4.718192452855774	0.0275379571060875
8.0	1.0	0.0	0.0	-0.6663948864612952	0.04205372054826034
8.0	1.0	0.0	1.0	-1.8398351807743862	0.11260159553607553
8.0	1.0	0.0	2.0	-2.869120281546281	0.12326908206361811
8.0	1.0	0.0	3.0	-3.873984863382524	0.12476439001872705
8.0	1.0	1.0	0.0	-1.0673097547232773	0.011500504680743089
8.0	1.0	1.0	1.0	-2.0276220522860275	0.06527561544724249
8.0	1.0	1.0	2.0	-3.0039358452619096	0.09222341362379362
8.0	1.0	1.0	3.0	-3.9796279178761367	0.10425368118871048
8.0	1.0	2.0	0.0	-2.0255363320418462	0.0008657103970522114
8.0	1.0	2.0	1.0	-2.5665938565030513	0.015398379732148346
8.0	1.0	2.0	2.0	-3.393216937461066	0.04133903953160464
8.0	1.0	2.0	3.0	-4.287903391137034	0.06268969298079459
8.0	1.0	3.0	0.0	-3.0514104325981695	0.00011801709143192279
8.0	1.0	3.0	1.0	-3.3496815697722084	0.002632173582374168
8.0	1.0	3.0	2.0	-3.991890416184794	0.013430778659942515
8.0	1.0	3.0	3.0	-4.774131091065364	0.02947709766302601
8.0	1.5	0.0	0.0	-0.7920047219392594	0.08390520143797325
8.0	1.5	0.0	1.0	-1.8717434549022653	0.12358042270101498
8.0	1.5	0.0	2.0	-2.874777164354981	0.12492909849999331
8.0	1.5	0.0	3.0	-3.8749854143618228	0.12499646909016406
8.0	1.5	1.0	0.0	-1.1584653778986043	0.014804228341232198
8.0	1.5	1.0	1.0	-2.0577516816986767	0.07025193693545809
8.0	1.5	1.0	2.0	-3.009023793530598	0.09324069057700872
8.0	1.5	1.0	3.0	-3.9805148320762624	0.10441753780339574
8.0	1.5	2.0	0.0	-2.089984289381631	0.0006772186400421697
8.0	1.5	2.0	1.0	-2.587710217480928	0.01582429095115407
8.0	1.5	2.0	2.0	-3.3967955113434396	0.04157925395563171
8.0	1.5	2.0	3.0	-4.2885207802054	0.06274875061927136
8.0	1.5	3.0	0.0	-3.071251388097446	0.00010521802616356331
8.0	1.5	3.0	1.0	-3.3585295817492002	0.002627009793784902
8.0	1.5	3.0	2.0	-3.9937218624850743	0.013452824677995554
8.0	1.5	3.0	3.0	-4.774466541131742	0.02948851647987044
8.0	2.0	0.0	0.0	-0.8435241325663428	0.10796123616826332
8.0	2.0	0.0	1.0	-1.8746269924081196	0.12482312036775728
8.0	2.0	0.0	2.0	-2.8749901030911835	0.12499675913272314
8.0	2.0	0.0	3.0	-3.874999759468478	0.12499994064069629
8.0	2.0	1.0	0.0	-1.1905798062120625	0.01562898795316775
8.0	2.0	1.0	1.0	-2.0604123899059754	0.07074715558582258
8.0	2.0	1.0	2.0	-3.009196372610834	0.0932776426661571
8.0	2.0	1.0	3.0	-3.9805263633397034	0.1044197589570779
8.0	2.0	2.0	0.0	-2.104958140496881	0.0006059619228395933
8.0	2.0	2.0	1.0	-2.5893448373107426	0.01584948508820612
8.0	2.0	2.0	2.0	-3.3968890488115346	0.0415855319077191
8.0	2.0	2.0	3.0	-4.288526938992137	0.06274935593214379
8.0	2.0	3.0	0.0	-3.0730727743915605	0.00010355981429297466
8.0	2.0	3.0	1.0	-3.358965655091757	0.002625909754996004
8.0	2.0	3.0	2.0	-3.99375461917997	0.01345311846745818
8.0	2.0	3.0	3.0	-4.774468830253795	0.029488591307991904
8.0	2.5	0.0	0.0	-0.863287510882498	0.11844033664420564
8.0	2.5	0.0	1.0	-1.8749527522562928	0.12497684228958124
8.0	2.5	0.0	2.0	-2.874999528744316	0.1249998439572064
8.0	2.5	0.0	3.0	-3.8749999957735306	0.12499999894859128
8.0	2.5	1.0	0.0	-1.2046351169173988	0.0156868719936653
8.0	2.5	1.0	1.0	-2.0606878519499108	0.07080108193937193
8.0	2.5	1.0	2.0	-3.0092031342625396	0.09327913837086614
8.0	2.5	1.0	3.0	-3.9805265347747616	0.10441979269628147
8.0	2.5	2.0	0.0	-2.1089722324755584	0.0005813644571605069
8.0	2.5	2.0	1.0	-2.5894845294302895	0.01585109722706142
8.0	2.5	2.0	2.0	-3.3968917539469943	0.04158571379764116
8.0	2.5	2.0	3.0	-4.288527007879094	0.06274936283657472
8.0	2.5	3.0	0.0	-3.0732610529739106	0.00010335015802740463
8.0	2.5	3.0	1.0	-3.3589893523127605	0.002625815906425537
8.0	2.5	3.0	2.0	-3.9937552531757783	0.01345312269269366
8.0	2.5	3.0	3.0	-4.774468847300976	0.029488591852594233
8.0	3.0	0.0	0.0	-0.8706729094758858	0.12254565804480846
8.0	3.0	0.0	1.0	-1.8749937641810301	0.1249969050682465
8.0	3.0	0.0	2.0	-2.874999976928287	0.12499999232838334
8.0	3.0	0.0	3.0	-3.8749999999237947	0.12499999998098395
8.0	3.0	1.0	0.0	-1.2119914110067287	0.01549647385589974
8.0	3.0	1.0	1.0	-2.0607190054785995	0.07080734912806441
8.0	3.0	1.0	2.0	-3.0092034197930513	0.09327920253598204
8.0	3.0	1.0	3.0	-3.9805265375017225	0.104419793238275
8.0	3.0	2.0	0.0	-2.110132708105087	0.0005729815727899034
8.0	3.0	2.0	1.0	-2.5894971448570256	0.01585120634161055
8.0	3.0	2.0	2.0	-3.3968918373760553	0.0415857194319591
8.0	3.0	2.0	3.0	-4.28852700870465	0.06274936292034133
8.0	3.0	3.0	0.0	-3.073281785010124	0.00010332381313712556
8.0	3.0	3.0	1.0	-3.358990709779686	0.0026258090303139334
8.0	3.0	3.0	2.0	-3.9937552660450146	0.013453122756729212
8.0	3.0	3.0	3.0	-4.774468847435408	0.029488591856843722
8.0	3.5	0.0	0.0	-0.8734056604097925	0.12409143582507093
8.0	3.5	0.0	1.0	-1.8749991639175945	0.12499958309860558
8.0	3.5	0.0	2.0	-2.874999998858466	0.12499999961983482
8.0	3.5	0.0	3.0	-3.8749999999986127	0.12499999999965335
8.0	3.5	1.0	0.0	-1.2163805363888482	0.015222334449382972
8.0	3.5	1.0	1.0	-2.060722700814638	0.0708081038003161
8.0	3.5	1.0	2.0	-3.00920343228418	0.09327920536328255
8.0	3.5	1.0	3.0	-3.980526537546414	0.10441979324719472
8.0	3.5	2.0	0.0	-2.110483128641857	0.0005701399458955089
8.0	3.5	2.0	1.0	-2.5894983215581853	0.015851213960767434
8.0	3.5	2.0	2.0	-3.3968918400513513	0.04158571961345239
8.0	3.5	2.0	3.0	-4.288527008714915	0.0627493629213903
8.0	3.5	3.0	0.0	-3.073284152218793	0.00010332050794347987
8.0	3.5	3.0	1.0	-3.3589907899305613	0.0026258085526910512
8.0	3.5	3.0	2.0	-3.993755266313964	0.013453122757730161
8.0	3.5	3.0	3.0	-4.774468847436505	0.029488591856878556
8.0	4.0	0.0	0.0	-0.8744131372716856	0.12466498709783513
8.0	4.0	0.0	1.0	-1.8749998872382412	0.12499994367579197
8.0	4.0	0.0	2.0	-2.8749999999432974	0.12499999998110534
8.0	4.0	0.0	3.0	-3.8749999999999747	0.12499999999999367
8.0	4.0	1.0	0.0	-1.2192675277326264	0.014926995555417964
8.0	4.0	1.0	1.0	-2.0607231503487324	0.07080819636254672
8.0	4.0	1.0	2.0	-3.0092034328392545	0.09327920548931919
8.0	4.0	1.0	3.0	-3.980526537547155	0.10441979324734293
8.0	4.0	2.0	0.0	-2.1105919181212043	0.000569179985046425
8.0	4.0	2.0	1.0	-2.5894984335228384	0.01585121449819872
8.0	4.0	2.0	2.0	-3.3968918401391193	0.04158571961942845
8.0	4.0	2.0	3.0	-4.288527008715047	0.06274936292140361
8.0	4.0	3.0	0.0	-3.073284428797095	0.00010332009352713922
8.0	4.0	3.0	1.0	-3.3589907947537743	0.002625808520319732
8.0	4.0	3.0	2.0	-3.9937552663196865	0.013453122757746176
8.0	4.0	3.0	3.0	-4.7744688474365145	0.029488591856878868
8.0	4.5	0.0	0.0	-0.8747840594920281	0.12487665109516362
8.0	4.5	0.0	1.0	-1.874999984758742	0.12499999238219096
8.0	4.5	0.0	2.0	-2.8749999999971787	0.12499999999905988
8.0	4.5	0.0	3.0	-3.875	0.1249999999999999
8.0	4.5	1.0	0.0	-1.2213132652959202	0.014638171155198679
8.0	4.5	1.0	1.0	-2.060723205761886	0.0708082078231931
8.0	4.5	1.0	2.0	-3.0092034328640875	0.0932792054949655
8.0	4.5	1.0	3.0	-3.9805265375471683	0.10441979324734538
8.0	4.5	2.0	0.0	-2.1106263372467624	0.0005688564584796578
8.0	4.5	2.0	1.0	-2.5894984443145317	0.01585121453568731
8.0	4.5	2.0	2.0	-3.396891840142037	0.04158571961962783
8.0	4.5	2.0	3.0	-4.288527008715048	0.06274936292140369
8.0	4.5	3.0	0.0	-3.0732844616242194	0.0001033200415901357
8.0	4.5	3.0	1.0	-3.358990795047787	0.0026258085181548665
8.0	4.5	3.0	2.0	-3.99375526631981	0.013453122757746499
8.0	4.5	3.0	3.0	-4.7744688474365145	0.029488591856878466
8.0	5.0	0.0	0.0	-0.8749205537297694	0.12495460831382273
8.0	5.0	0.0	1.0	-1.8749999979382848	0.12499999896928282
8.0	5.0	0.0	2.0	-2.8749999999998597	0.1249999999999532
8.0	5.0	0.0	3.0	-3.875	0.125
8.0	5.0	1.0	0.0	-1.2228465893099045	0.014368955829543558
8.0	5.0	1.0	1.0	-2.0607232126399087	0.07080820924911183
8.0	5.0	1.0	2.0	-3.0092034328652013	0.09327920549521904
8.0	5.0	1.0	3.0	-3.980526537547168	0.10441979324734554
8.0	5.0	2.0	0.0	-2.1106373746404348	0.0005687476107423314
8.0	5.0	2.0	1.0	-2.589498445363752	0.015851214538200535
8.0	5.0	2.0	2.0	-3.3968918401421346	0.04158571961963432
8.0	5.0	2.0	3.0	-4.288527008715048	0.062749362921404
8.0	5.0	3.0	0.0	-3.0732844655649223	0.00010332003508403817
8.0	5.0	3.0	1.0	-3.358990795065875	0.002625808518011344
8.0	5.0	3.0	2.0	-3.9937552663198144	0.013453122757746561
8.0	5.0	3.0	3.0	-4.774468847436515	0.029488591856878722
9.0	0.5	0.0	0.0	-0.4107708064533435	2.3129646346357427e-18
9.0	0.5	0.0	1.0	-1.423795034716102	-0.03043997503964546
9.0	0.5	0.0	2.0	-2.683792439553811	-0.07025106725791891
9.0	0.5	0.0	3.0	-3.799417667980415	-0.09395280886775764
9.0	0.5	1.0	0.0	-0.7721472058660039	1.3106799596269209e-17
9.0	0.5	1.0	1.0	-1.6443748932434181	-0.019681962302080566
9.0	0.5	1.0	2.0	-2.8279670752486066	-0.053250940206513143
9.0	0.5	1.0	3.0	-3.9086190105534646	-0.07799780641783774
9.0	0.5	2.0	0.0	-1.678152259002178	-1.3877787807814457e-17
9.0	0.5	2.0	1.0	-2.2638975005934907	-0.006102739893509534
9.0	0.5	2.0	2.0	-3.2448788955059977	-0.024520906095147326
9.0	0.5	2.0	3.0	-4.2271616726344545	-0.045875371084512624
9.0	0.5	3.0	0.0	-2.790180210268505	-1.927470528863119e-18
9.0	0.5	3.0	1.0	-3.1440288553745144	-0.0012892764550751254
9.0	0.5	3.0	2.0	-3.8837835647322603	-0.0080097332356427
9.0	0.5	3.0	3.0	-4.728384768744988	-0.02065315949770967
9.0	1.0	0.0	0.0	-0.6769725830717926	0.0
9.0	1.0	0.0	1.0	-1.8556397217747653	-0.09958680946179671
9.0	1.0	0.0	2.0	-2.883356205281601	-0.10949900420308269
9.0	1.0	0.0	3.0	-3.8879359070447825	-0.11089161055943388
9.0	1.0	1.0	0.0	-1.0729355416316897	-2.6213599192538418e-17
9.0	1.0	1.0	1.0	-2.0408829020149124	-0.05463115152284562
9.0	1.0	1.0	2.0	-3.0170123190754885	-0.07943313254828493
9.0	1.0	1.0	3.0	-3.99289908055239	-0.09084586589579634
9.0	1.0	2.0	0.0	-2.0272307322625776	-1.61907524424502e-17
9.0	1.0	2.0	1.0	-2.5744853521610715	-0.011024318065971138
9.0	1.0	2.0	2.0	-3.4034981565727405	-0.03261314508232119
9.0	1.0	2.0	3.0	-4.299408013142671	-0.05160658059324651
9.0	1.0	3.0	0.0	-3.0524737266160615	3.0839528461809902e-18
9.0	1.0	3.0	1.0	-3.3537554006224934	-0.0015322028814162374
9.0	1.0	3.0	2.0	-3.9991676555321067	-0.009319280543785866
9.0	1.0	3.0	3.0	-4.783409960976895	-0.022256381830440628
9.0	1.5	0.0	0.0	-0.8045762254621075	0.0
9.0	1.5	0.0	1.0	-1.8859061217303887	-0.10982208832904937
9.0	1.5	0.0	2.0	-2.888685330965434	-0.11104672294956983
9.0	1.5	0.0	3.0	-3.888875583918895	-0.1111079045482368
9.0	1.5	1.0	0.0	-1.1639009170418246	-5.705312765434832e-17
9.0	1.5	1.0	1.0	-2.0697166927943744	-0.05906356740026521
9.0	1.5	1.0	2.0	-3.021829211765806	-0.08035720146460008
9.0	1.5	1.0	3.0	-3.9937346465385213	-0.09099603490697518
9.0	1.5	2.0	0.0	-2.091626816601879	-2.2744152240584803e-17
9.0	1.5	2.0	1.0	-2.5950765117135526	-0.011357041927654505
9.0	1.5	2.0	2.0	-3.40692920323534	-0.032815528582209014
9.0	1.5	2.0	3.0	-4.299994680660655	-0.051658129260819724
9.0	1.5	3.0	0.0	-3.072407180098313	9.637352644315594e-20
9.0	1.5	3.0	1.0	-3.362517140919161	-0.0015289278824631143
9.0	1.5	3.0	2.0	-4.000949570164481	-0.009335824665230709
9.0	1.5	3.0	3.0	-4.7837324387838285	-0.02226561672488395
9.0	2.0	0.0	0.0	-0.8569134045118325	0.0
9.0	2.0	0.0	1.0	-1.888553128150554	-0.1109525208743384
9.0	2.0	0.0	2.0	-2.888879991555017	-0.11110820533303012
9.0	2.0	0.0	3.0	-3.888888672792899	-0.11111105788925167
9.0	2.0	1.0	0.0	-1.1958600402953126	-4.625929269271486e-17
9.0	2.0	1.0	1.0	-2.0721912347005063	-0.059494484474025895
9.0	2.0	1.0	2.0	-3.021987928966778	-0.08038991903648944
9.0	2.0	1.0	3.0	-3.993745203684393	-0.09099801865383204
9.0	2.0	2.0	0.0	-2.106686451667219	-1.3299546649155522e-17
9.0	2.0	2.0	1.0	-2.596646758953332	-0.011376451581960455
9.0	2.0	2.0	2.0	-3.4070168149320694	-0.032820696524133344
9.0	2.0	2.0	3.0	-4.300000380059629	-0.05165864453513097
9.0	2.0	3.0	0.0	-3.074250980356127	3.662194004839926e-18
9.0	2.0	3.0	1.0	-3.3629477088786164	-0.0015282201944912563
9.0	2.0	3.0	2.0	-4.000981001771791	-0.009336040201186134
9.0	2.0	3.0	3.0	-4.783734593871681	-0.022265675883365088
9.0	2.5	0.0	0.0	-0.8769904872457129	0.0
9.0	2.5	0.0	1.0	-1.8888466851121	-0.11109045851086367
9.0	2.5	0.0	2.0	-2.8888884681626865	-0.1111109719483721
9.0	2.5	0.0	3.0	-3.888888885116596	-0.11111111017343937
9.0	2.5	1.0	0.0	-1.2098226300677757	-3.5465457731081387e-17
9.0	2.5	1.0	1.0	-2.072442425475933	-0.0595406611711466
9.0	2.5	1.0	2.0	-3.0219940372033562	-0.08039122405590508
9.0	2.5	1.0	3.0	-3.993745358078829	-0.090998048370111
9.0	2.5	2.0	0.0	-2.1107559029162086	-4.2211604582102304e-17
9.0	2.5	2.0	1.0	-2.5967793128069854	-0.011377676127976029
9.0	2.5	2.0	2.0	-3.407019303290726	-0.032820843769682084
