N	β	hx	hz	ED E/N	ED M/N	ε	±	ϴ	±
2.0	1.2	2.0	1.5	-3.0655048290808553	0.36309287652119043	-0.0012639957475224506	0.0015946826460706	-0.4543741234788096	0.0004408524676827
2.0	1.2	2.0	2.0	-3.492858720187239	0.39233522811355287	-0.0005583035205725118	0.0016461402633044	-0.4790347718864471	0.0003653525100262
2.0	1.4	0.0	0.0	-0.992631520201128	0.496315760100564	-0.0006536630582709702	0.0008513253128776	0.509692760100564	0.000998107735713
2.0	1.4	0.0	0.5	-1.4384835389017934	0.49828373247158964	0.0016700325267786642	0.0009684972612326	-0.3844932675284104	0.0004678268773093
2.0	1.4	0.0	1.0	-1.9912911892710998	0.4995521229656974	0.0017773821574713633	0.0010433080155056	-0.49285887703430264	0.0001212824051065
2.0	1.4	0.0	1.5	-2.4989375935562053	0.49988913402666146	-0.0028536649847770157	0.00111848011946	-0.4995188659733385	3.25522748153e-5
2.0	1.4	0.0	2.0	-2.9998359163783466	0.4999726527297244	-0.0008512735212033995	0.0011969430316896	-0.49998334727027555	8.4851715362e-6
2.0	1.4	0.5	0.0	-1.0630685472355412	0.46677442107579004	0.0005496670501732304	0.0009648888091514	0.46590142107579	0.0009834770994274
2.0	1.4	0.5	0.5	-1.4887847018102058	0.47692976013930066	0.001140655332651619	0.0010631315238116	-0.38002523986069936	0.0004920928470628
2.0	1.4	0.5	1.0	-2.0323755155145378	0.4855135030735384	-0.0005133726573944841	0.0011309281727107	-0.4911824969264616	0.0001776990578505
2.0	1.4	0.5	1.5	-2.5345405016009632	0.48973688373494506	0.0012587841133226974	0.0012013760424043	-0.499284116265055	0.0001080392208019
2.0	1.4	0.5	2.0	-3.0310590803154565	0.49221973857529283	-1.8723172598988924e-5	0.0012723455873556	-0.49989626142470717	8.93859638526e-5
2.0	1.4	1.0	0.0	-1.3125431793309086	0.38752226372332355	-0.0002471079023371736	0.0011053646608973	0.38661726372332356	0.0009420451520092
2.0	1.4	1.0	0.5	-1.6581940079045905	0.41625681369166584	0.001144563523981068	0.0011677952066288	-0.3495621863083342	0.0005742582946824
2.0	1.4	1.0	1.0	-2.1593692798044275	0.44489983681787465	0.001548934481286679	0.0012279045217899	-0.4796491631821253	0.0003000903808076
2.0	1.4	1.0	1.5	-2.6419348729329544	0.4603650311373272	-0.0014330872186691934	0.0012883064404385	-0.49521696886267286	0.0002175111229043
2.0	1.4	1.0	2.0	-3.124640175007362	0.4697443359327753	-0.0036266035787901885	0.0013523368449851	-0.4983766640672247	0.0001807892752454
2.0	1.4	1.5	0.0	-1.724982580013143	0.2983189482871105	-0.0014429371560007453	0.0012530634059215	0.2982229482871105	0.0008934476979839
2.0	1.4	1.5	0.5	-1.957241269695127	0.3365838415165993	0.0006840874477300751	0.0012814905679833	-0.2859151584834007	0.0006705657646029
2.0	1.4	1.5	1.0	-2.3761695148509423	0.38535351998939554	-0.001641657708084665	0.0013263893680883	-0.4475844800106044	0.0004372236033433
2.0	1.4	1.5	1.5	-2.8211801304212654	0.41578386286043917	0.00030736957873456205	0.0013787674211442	-0.4819941371395608	0.000331093298541
2.0	1.4	1.5	2.0	-3.2797590665731073	0.43505974106506196	0.0011405762840350775	0.0014367420737569	-0.49218625893493806	0.0002747233716977
2.0	1.4	2.0	0.0	-2.198062931503986	0.2319369709110198	0.0005956399245867772	0.0013807825328589	0.2315249709110198	0.0008554674523794
2.0	1.4	2.0	0.5	-2.3463146843745033	0.2656899191298147	0.0002613870540688623	0.0013942190616931	-0.2133360808701853	0.0007323924000989
2.0	1.4	2.0	1.0	-2.674470702651866	0.3210863557765432	0.0005746544909923657	0.0014284419995374	-0.39627964422345674	0.0005538793450079
2.0	1.4	2.0	1.5	-3.068418224796599	0.3632412955083142	0.0011410609176878417	0.0014742758359563	-0.4564007044916858	0.0004378118129005
2.0	1.4	2.0	2.0	-3.493683951846517	0.392404036983135	-0.0005868089893734663	0.0015227430525218	-0.47859296301686505	0.0003656765780172
2.0	1.6	0.0	0.0	-0.9966823978396511	0.49834119891982553	-0.00011989783965105083	0.0007942024706278	0.4903891989198255	0.0009991014782792
2.0	1.6	0.0	0.5	-1.4592489273419915	0.499355767320079	0.0008110726580083938	0.0009006785323073	-0.42223223267992094	0.0003873650840069
2.0	1.6	0.0	1.0	-1.9962772029558922	0.4998647855094517	0.000512172044107917	0.0009715332452888	-0.4965332144905483	8.40180495788e-5
2.0	1.6	0.0	1.5	-2.4997011228344506	0.49997265420782805	0.00013106466554946294	0.0010467276356622	-0.4998603457921719	1.71747607253e-5
2.0	1.6	0.0	2.0	-2.9999668710035206	0.49999447850058676	-0.0013774960035206618	0.0011175126192952	-0.4999885214994132	5.3851406667e-6
2.0	1.6	0.5	0.0	-1.0676225240575552	0.4676032144421125	0.0016077884424445799	0.0009008401388775	0.46571421444211253	0.0009837095096437
2.0	1.6	0.5	0.5	-1.5092575690327807	0.4780794972107039	-0.00014069403278060832	0.0009902759696414	-0.4162635027892961	0.0004223479332597
2.0	1.6	0.5	1.0	-2.037692725802471	0.4858997173322024	0.0004707116975293246	0.0010556615957497	-0.49548528266779757	0.0001508128128493
2.0	1.6	0.5	1.5	-2.53540143719182	0.4898330306889853	0.0008654378081800473	0.0011225746413999	-0.49948296931101466	0.0001048993000351
2.0	1.6	0.5	2.0	-3.031207545246001	0.49224315530251567	-0.0002441077460013652	0.0011916845556528	-0.4999298446974843	8.89479959456e-5
2.0	1.6	1.0	0.0	-1.326201807424051	0.38391700352361324	0.0009563175759490505	0.0010344764671444	0.38157900352361324	0.0009400571352122
2.0	1.6	1.0	0.5	-1.6774249041775167	0.4165127554969993	-0.0011789666775166019	0.0010893734319406	-0.3797332445030007	0.0005317956283109
2.0	1.6	1.0	1.0	-2.1650940473613884	0.44530940892213483	-0.00014842236138878917	0.0011448931077337	-0.4841835910778652	0.0002849348068223
2.0	1.6	1.0	1.5	-2.6429849196248267	0.4604759664132111	-0.0005274196248268304	0.001204260002942	-0.4959500335867889	0.0002141386288817
2.0	1.6	1.0	2.0	-3.124827461646961	0.4697700023143676	-0.00015058664696132595	0.0012658243106377	-0.49809099768563236	0.0001810362324318
