N	β	hx	hz	ED E/N	ED M/N	ε	±	ϴ	±
2.0	1.6	1.5	0.0	-1.745286787962395	0.2930967318650415	-0.00031428796239474366	0.00117168443593	0.2931977318650415	0.0008900729082658
2.0	1.6	1.5	0.5	-1.9731782639670559	0.3354556607343997	0.0006336110329441258	0.0011964653135176	-0.30292733926560034	0.0006535951135815
2.0	1.6	1.5	1.0	-2.381427133828457	0.38554654466260974	-8.58838284569785e-5	0.0012398402577811	-0.4516444553373903	0.0004299865281697
2.0	1.6	1.5	1.5	-2.8222995007990397	0.41587536569344385	0.0013479992009601816	0.0012911383883156	-0.4828866343065561	0.000329054669672
2.0	1.6	1.5	2.0	-3.2799741160353832	0.43508343674944566	0.0016555714646164787	0.0013428126450135	-0.4927665632505543	0.0002735113385373
2.0	1.6	2.0	0.0	-2.212738285546841	0.22877742668050738	-0.00016453554684137117	0.0012869256889439	0.2275124266805074	0.0008536194283409
2.0	1.6	2.0	0.5	-2.3567242348994877	0.2644527493851522	0.0008723276005127012	0.0013000481218332	-0.2194372506148478	0.0007283055665921
2.0	1.6	2.0	1.0	-2.678318008438108	0.321043712342936	-0.0020708209381083975	0.0013344195025525	-0.398301287657064	0.0005509864558781
2.0	1.6	2.0	1.5	-3.0693792654206518	0.3632858643121262	-0.0025523904206514736	0.0013774722418782	-0.4573281356878737	0.0004359918039285
2.0	1.6	2.0	2.0	-3.493889570829297	0.392420358911663	0.0004169916707033039	0.0014237196902054	-0.47846564108833706	0.0003659203586871
2.0	1.8	0.0	0.0	-0.9985079423323266	0.4992539711661633	-0.0004326645545487118	0.0007466349310018	0.4831849711661633	0.0009994887624265
2.0	1.8	0.0	0.5	-1.4728089018474237	0.4997598027599354	-0.0006266796252016871	0.0008458188035137	-0.44505119724006453	0.0003272938762035
2.0	1.8	0.0	1.0	-1.9983857024361686	0.4999592330924217	0.00045735311938699397	0.0009155839783321	-0.4982727669075783	5.90159102182e-5
2.0	1.8	0.0	1.5	-2.499915199684908	0.49999325615258355	-1.6310796018714768e-5	0.0009863720029169	-0.49995674384741645	9.59153752e-6
2.0	1.8	0.0	2.0	-2.999993311326753	0.49999888522112557	-0.0004505335489750628	0.0010536613295772	-0.5000001147788744	1.0e-6
2.0	1.8	0.5	0.0	-1.0703371154715406	0.46762000417026867	0.000583995639570567	0.0008490595325066	0.4679180041702687	0.0009835999586544
2.0	1.8	0.5	0.5	-1.5228877948548347	0.4786241876235696	-3.390596594554651e-5	0.0009315395226953	-0.4409208123764303	0.0003649275628767
2.0	1.8	0.5	1.0	-2.0400282671092955	0.48604024541271995	0.000553955112926996	0.0009929233220432	-0.49770075458728	0.0001355826806848
2.0	1.8	0.5	1.5	-2.535657808825516	0.48985920888671863	-0.0004275310477388494	0.0010594118429429	-0.4996787911132814	0.0001033467814523
2.0	1.8	0.5	2.0	-3.031239343832097	0.4922481059244124	-0.0012523993876532025	0.0011216581453293	-0.4997888940755875	8.95968674597e-5
2.0	1.8	1.0	0.0	-1.3376976558858291	0.38031899467859204	-0.00016321144138453647	0.0009773430079801	0.378171994678592	0.0009381925551806
2.0	1.8	1.0	0.5	-1.6903096017371049	0.41656189019338574	-0.0004923795148827903	0.0010258431848651	-0.39996010980661423	0.000499918066721
2.0	1.8	1.0	1.0	-2.167741354852512	0.4454816268207202	0.002421978480820819	0.0010792922720767	-0.48711937317927984	0.0002761348421504
2.0	1.8	1.0	1.5	-2.6433263450800966	0.46051011190153546	0.0003305993643478722	0.0011361289760685	-0.49605588809846457	0.0002134702162212
2.0	1.8	1.0	2.0	-3.124871569059192	0.4697758890783181	-0.0007871246147481692	0.0011917242262148	-0.4980771109216819	0.0001815918593071
2.0	1.8	1.5	0.0	-1.7603928068543957	0.28904047433387037	-0.003072251298839479	0.0011024229354047	0.2893534743338704	0.0008881113053963
2.0	1.8	1.5	0.5	-1.9831785886200683	0.3346892311122043	0.00011446693548800013	0.0011254880969869	-0.31402476888779574	0.0006432733167205
2.0	1.8	1.5	1.0	-2.3838627146511167	0.3856261508798428	-0.003309659095561024	0.0011654579341396	-0.45287484912015724	0.0004273069805073
2.0	1.8	1.5	1.5	-2.8226782928334933	0.41590490826632376	-0.0011252372779368969	0.0012156806389418	-0.4826490917336762	0.0003290513901487
2.0	1.8	1.5	2.0	-3.2800277787152896	0.4350891693133789	-0.0009902787152893389	0.0012671617953965	-0.4922218306866211	0.0002744583476712
2.0	1.8	2.0	0.0	-2.2217687048603927	0.2267915921344239	0.0014304618062745966	0.0012102728500016	0.2271555921344239	0.0008521376612042
2.0	1.8	2.0	0.5	-2.362480839871742	0.2637477135101336	-0.00013556209396403673	0.0012252526482937	-0.2231382864898664	0.0007252892864565
2.0	1.8	2.0	1.0	-2.680003141212	0.3210201958711001	-0.0014131412120002018	0.0012566585247715	-0.39909880412889986	0.0005497053101571
2.0	1.8	2.0	1.5	-3.0696999969035583	0.36329985777755314	0.0021088919853302635	0.0012981092311402	-0.4572281422224469	0.0004358990608203
2.0	1.8	2.0	2.0	-3.493941459723387	0.39242433617388117	0.004042151387723791	0.0013450370868142	-0.47885866382611886	0.0003652684866397
2.0	2.0	0.0	0.0	-0.999329299739067	0.4996646498695335	0.00014195026093299923	0.0007077580157404	0.5365046498695335	0.0009991575514982
2.0	2.0	0.0	0.5	-1.4817924967556786	0.49991084123580704	-0.0022727467556784564	0.0008007962525728	-0.458276158764193	0.0002860013196259
2.0	2.0	0.0	1.0	-1.999292455519413	0.49998771584712043	-0.0009587055194129057	0.0008666365513696	-0.4994342841528796	3.38477039349e-5
2.0	2.0	0.0	1.5	-2.4999757468512573	0.49999833695554563	-0.00010949685125716258	0.0009353782227224	-0.4999826630444544	5.916052231e-6
2.0	2.0	0.0	2.0	-2.9999986495783593	0.4999997749297265	0.0022203504216409264	0.000999887219047	-0.49999622507027347	2.4494877015e-6
2.0	2.0	0.5	0.0	-1.0722528197773857	0.4672912921789047	-0.0002458197773855808	0.0008046782832028	0.4679562921789047	0.000983555552654
2.0	2.0	0.5	0.5	-1.5320717443862153	0.478908447374699	0.001285005613784529	0.0008831170899859	-0.457823552625301	0.0003182063189682
2.0	2.0	0.5	1.0	-2.0410707328095463	0.4860940848507355	-0.0001327328095461766	0.0009427840919308	-0.49828391514926446	0.000130368593273
2.0	2.0	0.5	1.5	-2.535735253245632	0.4898664953296241	-0.0006660032456315967	0.0010041928816755	-0.4997905046703759	0.0001025867090565
2.0	2.0	0.5	2.0	-3.0312462098871777	0.4922491601217917	4.8790112822327814e-5	0.0010643218525221	-0.4998518398782083	8.90764488157e-5
2.0	2.0	1.0	0.0	-1.347708410543405	0.37695728944272033	-0.001393410543404805	0.0009277204759195	0.3764392894427203	0.0009365663931792
2.0	2.0	1.0	0.5	-1.698989587820897	0.41655363523352973	-0.00010308782089696322	0.0009701553877185	-0.41364036476647026	0.0004764348322217
2.0	2.0	1.0	1.0	-2.168979401407815	0.44555733711827944	-0.0004606514078155932	0.0010224717789978	-0.4870996628817205	0.0002745651029119
2.0	2.0	1.0	1.5	-2.6434388827249276	0.46052090871260215	0.0009506172750723962	0.0010772366071242	-0.4959650912873978	0.0002135569652589
2.0	2.0	1.0	2.0	-3.1248820816557075	0.4697772594395591	-6.233165570712629e-5	0.0011315990336804	-0.4983787405604409	0.0001803385488075
2.0	2.0	1.5	0.0	-1.7716301434345092	0.28596727974753994	0.000799856565490753	0.0010455704128931	0.28770727974753996	0.0008865008506955
2.0	2.0	1.5	0.5	-1.9894601304173203	0.3341903168648429	0.0007146195826801538	0.0010650519523939	-0.3215226831351571	0.0006359731646012
2.0	2.0	1.5	1.0	-2.3849986521624666	0.3856607498420632	0.002563347837533314	0.0011063863679777	-0.45488025015793676	0.0004236956535498
2.0	2.0	1.5	1.5	-2.822807711895427	0.4159146887445176	4.953810457308805e-5	0.0011535642978755	-0.4823743112554824	0.0003300969273456
2.0	2.0	1.5	2.0	-3.2800413084978866	0.43509058073402485	-0.00018880849788693865	0.0012024264630626	-0.4919334192659751	0.0002751446512811
2.0	2.0	2.0	0.0	-2.2273166623010785	0.2255601926746918	-0.0020369123010781642	0.0011481522285801	0.2251491926746918	0.0008512071167657
2.0	2.0	2.0	0.5	-2.36566699438247	0.26335208488271955	0.00023475561752972496	0.0011607627639691	-0.22565091511728047	0.0007242165356305
2.0	2.0	2.0	1.0	-2.6807446376703714	0.3210087356904019	-0.001808387670371836	0.0011912468467975	-0.39914826430959816	0.0005492660530601
2.0	2.0	2.0	1.5	-3.0698077742634746	0.36330438507759943	-0.00047977426347500796	0.0012317723087807	-0.45733761492240055	0.0004361569649437
2.0	2.0	2.0	2.0	-3.493954662600042	0.39242532412717696	0.0008758373999580016	0.0012730902450449	-0.478766675872823	0.0003657822206349
4.0	0.2	0.0	0.0	-0.20475372960791494	0.01944899177060355	-0.0022087296079149332	0.0013292654606668	0.01999849177060355	0.0006099900164245
4.0	0.2	0.0	0.5	-0.29265641053998304	0.02168392810036699	-0.0021901605399831103	0.001429854831651	-0.126116071899633	0.0006009925300634
4.0	0.2	0.0	1.0	-0.5461676474814815	0.028244627560520458	0.00021235251851858816	0.0016787809457775	-0.25738687243947955	0.000578169724638
4.0	0.2	0.0	1.5	-0.9383732698403393	0.03870365976778445	0.001305480159660588	0.0019721637669647	-0.37436984023221553	0.0005423963751645
4.0	0.2	0.0	2.0	-1.4342618434158954	0.05237854652508368	0.0015919065841047964	0.0022605602306162	-0.4687384534749164	0.0005012397864818
4.0	0.2	0.5	0.0	-0.2518967935426521	0.019201037629352886	0.0028282064573479926	0.0015838468385377	0.019153537629352888	0.0006092951821444
4.0	0.2	0.5	0.5	-0.33904953632974477	0.021409646873331398	-0.0014207863297448498	0.001666104150579	-0.12434785312666861	0.0006008426268214
4.0	0.2	0.5	1.0	-0.5904743306532583	0.02789598423929665	0.0038469193467418616	0.001878815742495	-0.2582590157607033	0.0005774419013322
4.0	0.2	0.5	1.5	-0.9796663046449121	0.03824504979081829	0.0022024453550877343	0.0021449692413101	-0.3731084502091817	0.0005428575713132
4.0	0.2	0.5	2.0	-1.4720923060220157	0.05179101609247948	-0.0010698060220155625	0.0024037002376063	-0.4681729839075205	0.000500439495987
4.0	0.2	1.0	0.0	-0.3916449034024179	0.018483051852297393	-0.0002624034024177324	0.0018590478261068	0.018553051852297393	0.000607205783733
4.0	0.2	1.0	0.5	-0.47660908059038176	0.020615108900219184	0.0005496694096183141	0.0019264237724102	-0.12454039109978081	0.0005987921086418
4.0	0.2	1.0	1.0	-0.721938739788562	0.026884916171382604	0.0007925102114377802	0.0021075503954929	-0.2561175838286174	0.0005760813023033
4.0	0.2	1.0	1.5	-1.102310584360452	0.03691292682507524	-5.808436045184884e-5	0.0023344968411029	-0.36962057317492475	0.0005418081366442
4.0	0.2	1.0	2.0	-1.5845783539761205	0.05008112277915896	-0.0059208539761206325	0.0025677199693268	-0.4630993772208411	0.0005018274367255
4.0	0.2	1.5	0.0	-0.6191253822987258	0.01736723532697825	-0.0019266322987258055	0.0021417348347838	0.017736235326978253	0.0006036842952022
4.0	0.2	1.5	0.5	-0.70063556554034	0.019379363391969554	-0.0014293155403399815	0.0022015140027092	-0.12202013660803046	0.0005961768083602
4.0	0.2	1.5	1.0	-0.9363268774553761	0.02530902111526164	0.0032356225446239506	0.0023445387990937	-0.2528159788847384	0.0005733247884719
4.0	0.2	1.5	1.5	-1.302701044221213	0.034830084913482454	-0.006123544221212862	0.0025363124254268	-0.36392541508651755	0.0005411812026455
4.0	0.2	1.5	2.0	-1.76877256535533	0.04739753950245472	0.0002136846446703089	0.0027434700629748	-0.4574169604975453	0.0005030211959948
4.0	0.2	2.0	0.0	-0.9267553735951075	0.015957647313139568	-0.0014953735951073188	0.0024269906412435	0.016460647313139568	0.0005994498363759
4.0	0.2	2.0	0.5	-1.0038026275830434	0.01781654344602792	-0.003298877583043369	0.0024735562561253	-0.12016545655397207	0.0005918638508803
4.0	0.2	2.0	1.0	-1.2270051585923278	0.023309904214216436	0.001887341407671883	0.0025933611055859	-0.24579409578578357	0.000571260329029
4.0	0.2	2.0	1.5	-1.5751487733292278	0.032175950314425675	-0.0029650233292279893	0.0027525609476136	-0.35559754968557433	0.0005407917853976
4.0	0.2	2.0	2.0	-2.0199857936221433	0.043959324747856465	-0.004297043622143448	0.0029246834622565	-0.44866517525214356	0.0005034844640069
4.0	0.4	0.0	0.0	-0.42592256131239886	0.07070706049952381	-0.002238186312398971	0.0010817943652954	0.06993456049952382	0.0007298309296659
4.0	0.4	0.0	0.5	-0.6868630584514903	0.0855851563876746	0.000991316548509591	0.0012587448694462	-0.3117613436123254	0.0006541478707809
4.0	0.4	0.0	1.0	-1.284918413927203	0.11834910556378439	0.0011272110727968965	0.0015068143441655	-0.5485513944362156	0.0005001027126526
4.0	0.4	0.0	1.5	-1.9601097321978933	0.15204269006560944	-0.002999732197893179	0.0016545628381776	-0.6612848099343905	0.0003622109315585
4.0	0.4	0.0	2.0	-2.6096565869905057	0.17973864401291223	-0.0003897119905058588	0.001744335688983	-0.7114648559870878	0.0002641943250458
4.0	0.4	0.5	0.0	-0.5036436036995529	0.06757411976552506	0.00039264630044710813	0.0012468844101025	0.06545311976552506	0.0007256180316672
4.0	0.4	0.5	0.5	-0.7562400162398917	0.08200345799898676	-0.0022943912398916133	0.0013959935047185	-0.3086620420010132	0.0006515973769813
4.0	0.4	0.5	1.0	-1.3392588525559326	0.11407031806827445	0.00036364744406736094	0.0016120076088723	-0.5435886819317255	0.0005019231929747
4.0	0.4	0.5	1.5	-2.002903936218332	0.14746360938206587	-0.0017051862183321553	0.0017522588748982	-0.6577048906179341	0.0003675616570173
4.0	0.4	0.5	2.0	-2.6449905779450944	0.1752442103236684	-0.00013495294509446865	0.0018331860002743	-0.7095537896763315	0.0002705504987864
4.0	0.4	1.0	0.0	-0.7296275139805394	0.05923654153443399	-0.0005206389805395562	0.0014393642810186	0.057984541534433984	0.0007104779639615
4.0	0.4	1.0	0.5	-0.9593275064032268	0.07239106859792006	-0.00029813140322676457	0.0015505823955269	-0.2992414314020799	0.0006451720322447
4.0	0.4	1.0	1.0	-1.5001015864675715	0.10238240598248023	0.0014415385324284546	0.001728636763486	-0.5288185940175197	0.0005082726197033
4.0	0.4	1.0	1.5	-2.130334067728546	0.13474098308206514	0.0005384322714538925	0.0018510015538758	-0.6468065169179348	0.0003820613840925
4.0	0.4	1.0	2.0	-2.7504016204490296	0.16258851588989848	-0.0011359954490299806	0.0019300798594946	-0.7021229841101015	0.0002890291599573
4.0	0.4	1.5	0.0	-1.0835448174520177	0.04820957322875539	0.0007964325479823398	0.00164125467357	0.049241073228755386	0.0006895546834685
4.0	0.4	1.5	0.5	-1.281226303060186	0.05948391075441996	-0.0007725530601860875	0.0017189976346155	-0.2830775892455801	0.0006352816480117
4.0	0.4	1.5	1.0	-1.7603465620971905	0.0861682853025042	-0.001190312097190338	0.0018541499250891	-0.5049342146974958	0.0005174073368286
4.0	0.4	1.5	1.5	-2.339073955534613	0.11651253702686118	0.00030604446538706753	0.0019547734937172	-0.6276444629731388	0.0004019707961177
4.0	0.4	1.5	2.0	-2.9238709109268974	0.1439794211382325	-3.591092689703146e-5	0.0020271874841795	-0.6893295788617675	0.0003144387212013
4.0	0.4	2.0	0.0	-1.5358443210168118	0.03707708689091792	-0.003979946016812175	0.0018361112060644	0.037150086890917915	0.0006656071947507
4.0	0.4	2.0	0.5	-1.6987769401741604	0.04620157284637251	-0.0018550651741602309	0.0018868812995503	-0.2594789271536275	0.0006218292117546
4.0	0.4	2.0	1.0	-2.1072256337133215	0.06875485054906501	-0.0013662587133218551	0.0019819581902144	-0.47525314945093505	0.0005240368026681
4.0	0.4	2.0	1.5	-2.62249463259541	0.09605068917838237	-0.0037077575954103104	0.0020629705023461	-0.6008178108216177	0.0004242825988931
4.0	0.4	2.0	2.0	-3.1614084913390084	0.12230838653320812	7.133660991698321e-6	0.002129683607002	-0.6691281134667919	0.0003446826587948
4.0	0.6	0.0	0.0	-0.6388060025401029	0.13313589175114385	-0.001542252540102873	0.0009607399686419	0.13366639175114384	0.0008377864706809
4.0	0.6	0.0	0.5	-1.0758773070318135	0.16150521942686263	-0.00042939036514688667	0.0011287110229635	-0.5068292805731374	0.0005852581384627
4.0	0.6	0.0	1.0	-1.7628726481979673	0.19869832023924272	0.0030431851353658335	0.0012298900431841	-0.6980926797607573	0.0002992390212907
4.0	0.6	0.0	1.5	-2.370520439117946	0.22127837423990016	-0.0008825224512793994	0.0012796017596193	-0.7375441257600999	0.000167404275686
4.0	0.6	0.0	2.0	-2.9259987140779806	0.23398757149239321	0.0008821192553529755	0.0013385829069261	-0.7466769285076068	0.0001066344213219
4.0	0.6	0.5	0.0	-0.7228109562918817	0.12265010200486384	-0.0001105396252151225	0.0010778876069436	0.12201760200486385	0.000824342786397
4.0	0.6	0.5	0.5	-1.1383740151469643	0.1507216288469561	-0.0017906818136315117	0.0012207765732043	-0.4984793711530439	0.0005878115404799
4.0	0.6	0.5	1.0	-1.807433076988843	0.18887491990287078	0.00028025634449013737	0.0013152101113679	-0.6928080800971292	0.0003126318685766
4.0	0.6	0.5	1.5	-2.407250908682805	0.21298766128741972	0.0024924246505286796	0.0013672198750551	-0.7354768387125803	0.0001837712600262
4.0	0.6	0.5	2.0	-2.957826535713925	0.2271113995001064	4.304761940909785e-5	0.001416833416899	-0.7457766004998936	0.0001243420882765
4.0	0.6	1.0	0.0	-0.969656625257503	0.09697490346670709	0.0002142080758307241	0.0012143106295707	0.0965639034667071	0.0007877642106947
4.0	0.6	1.0	0.5	-1.3267477282382552	0.12328738106074014	-0.0008718949049217883	0.0013197913670512	-0.4725541189392599	0.0005927377229566
4.0	0.6	1.0	1.0	-1.9421939971971112	0.1626684409602314	-0.0024331638637780095	0.0014054969302701	-0.6745805590397687	0.0003492588352222
4.0	0.6	1.0	1.5	-2.517454607345999	0.19023715634078067	-0.000470440679332107	0.0014508525620974	-0.7270503436592194	0.0002253917548297
4.0	0.6	1.0	2.0	-3.0529682047806648	0.20790065795700466	-0.0014469547806643668	0.001501030225379	-0.7414488420429953	0.0001666862460854
4.0	0.6	1.5	0.0	-1.3569009382953756	0.06802809188053724	-0.001807604962042575	0.0013607945314924	0.06880409188053724	0.000739645823959
4.0	0.6	1.5	0.5	-1.6361762450601933	0.09023282082801556	-0.0013208283935259857	0.0014271476182159	-0.4286956791719845	0.0005965625011468
4.0	0.6	1.5	1.0	-2.1676858228697617	0.12812736445357364	0.0015170937969055664	0.0014972619721999	-0.6403996355464263	0.0003959582137725
4.0	0.6	1.5	1.5	-2.700388512312577	0.15850761977110334	0.0024094043540894283	0.0015408519910709	-0.7087758802288966	0.0002782672421619
4.0	0.6	1.5	2.0	-3.2101392956047996	0.18011828702319657	0.0007694543952001531	0.0015880070231778	-0.7320822129768034	0.0002169332728278
4.0	0.6	2.0	0.0	-1.8411376959930386	0.04448264629011164	0.002281054006961103	0.0015089560312927	0.044528646290111634	0.0006902448654803
4.0	0.6	2.0	0.5	-2.04503196365223	0.06118581197543149	-0.0006119636522301519	0.001542733552196	-0.3732926880245685	0.0005954494416806
4.0	0.6	2.0	1.0	-2.477956828188671	0.0939499868525201	-0.0002855781886705877	0.0015928914045617	-0.5907420131474799	0.0004392505641169
4.0	0.6	2.0	1.5	-2.952636467589803	0.12442187515971473	0.00015519907686334378	0.0016348572028773	-0.6784341248402853	0.0003320479687031
4.0	0.6	2.0	2.0	-3.426477218219351	0.14861126051560536	-0.001577634886017254	0.0016763341270666	-0.7132362394843946	0.0002698799910682
4.0	0.8	0.0	0.0	-0.8010837587207202	0.18458342746465717	-0.0004584462207202211	0.0008511613673703	0.18672042746465717	0.0009138945608954
4.0	0.8	0.0	0.5	-1.319958588606258	0.21212424887003592	-0.0013964011062579385	0.0009660123128259	-0.6368807511299641	0.0004393292648859
4.0	0.8	0.0	1.0	-1.933101773656174	0.23357115921901028	-0.00042771115617412647	0.0010112280487126	-0.7390713407809897	0.000151020991922
4.0	0.8	0.0	1.5	-2.4705473539195704	0.2426633624498801	-0.00040172891957057644	0.0010668140593365	-0.74842913755012	7.34908963387e-5
4.0	0.8	0.0	2.0	-2.985915194170003	0.24669429383829836	-0.00048644417000298645	0.0011301810258959	-0.7496352061617017	4.43596595741e-5
4.0	0.8	0.5	0.0	-0.8772075697373001	0.16548878404436262	-3.194473730006031e-5	0.0009451811519615	0.16458278404436263	0.0008924040427682
4.0	0.8	0.5	0.5	-1.3712587712183892	0.19568514237347742	-0.0012200212183892667	0.0010456959568469	-0.6282293576265225	0.0004521801092005
4.0	0.8	0.5	1.0	-1.9742533226333245	0.221148359813489	-0.0009145726333246174	0.0010904124862571	-0.735882140186511	0.0001786348341734
4.0	0.8	0.5	1.5	-2.5061970123153667	0.2331168741627788	0.0004476751846329563	0.0011443207034925	-0.7473551258372212	0.0001046812694524
4.0	0.8	0.5	2.0	-3.017202320281255	0.23919384483963455	0.0013614297187451996	0.0012004565668557	-0.7492746551603654	7.73225742363e-5
4.0	0.8	1.0	0.0	-1.1124159264564268	0.12084006356133548	-0.001920613956426953	0.0010494184552531	0.11991306356133548	0.0008350942090886
4.0	0.8	1.0	0.5	-1.5319655911970949	0.15418218082760307	2.8158802904965086e-5	0.0011294770031653	-0.593740319172397	0.0004889073767332
4.0	0.8	1.0	1.0	-2.098804536809167	0.18801453483997274	0.0005304631908331636	0.0011759348986702	-0.7228524651600272	0.0002413418044121
4.0	0.8	1.0	1.5	-2.6129196693057954	0.20695392364331233	6.595569420486669e-5	0.0012233419435031	-0.7423235763566877	0.0001655611832654
4.0	0.8	1.0	2.0	-3.110617108492051	0.21826570662146244	-0.001078045992051191	0.0012753904074836	-0.7469412933785375	0.0001335513571139
4.0	0.8	1.5	0.0	-1.498269576212201	0.07557953316866298	0.0005285487877990658	0.0011727542073465	0.07577653316866298	0.000761624278278
4.0	0.8	1.5	0.5	-1.8107977606562744	0.10581506505868844	0.0013147393437251687	0.0012216747656222	-0.5271794349413116	0.0005306137903605
4.0	0.8	1.5	1.0	-2.308239769095206	0.1446156527509994	0.0013446059047939052	0.0012633367931645	-0.6903138472490006	0.000317948236543
4.0	0.8	1.5	1.5	-2.7895421111475183	0.17061707627427428	0.0006566388524817945	0.0013042147945123	-0.7269869237257257	0.0002341946071777
4.0	0.8	1.5	2.0	-3.2646444476166043	0.18809298096484942	0.00044961488339589906	0.0013507272309149	-0.7389830190351506	0.0001933652699275
4.0	0.8	2.0	0.0	-1.9824237833619094	0.04420257127003897	0.0007765291380907868	0.0012949377903813	0.044154571270038974	0.0006934835820807
4.0	0.8	2.0	0.5	-2.193825306410049	0.06636172628408182	-0.00035686891004882426	0.0013200662592925	-0.44248077371591815	0.0005566317184931
4.0	0.8	2.0	1.0	-2.599005452653623	0.10256248710492633	-0.0021951401536233206	0.0013522388272231	-0.6344735128950737	0.0003896679182908
4.0	0.8	2.0	1.5	-3.03260553540819	0.13195797051271774	0.0008741520918098544	0.0013886880766161	-0.6969430294872823	0.000301267693192
4.0	0.8	2.0	2.0	-3.476273365550118	0.15407049455712082	0.000534446949881584	0.0014313050655274	-0.7211260054428792	0.0002521039467048
4.0	1.0	0.0	0.0	-0.9004126814248982	0.2170056645859055	-0.0012449314248982324	0.0007516750360863	0.2163951645859055	0.0009575172552644
4.0	1.0	0.0	0.5	-1.430600982719518	0.23555164988794292	-0.0006794827195182318	0.0008320385033914	-0.702733850112057	0.00029761327098
4.0	1.0	0.0	1.0	-1.9815000404967427	0.24501050304598646	-0.00022654049674275534	0.0008801774496714	-0.7477814969540135	7.46595627502e-5
4.0	1.0	0.0	1.5	-2.4931355896816054	0.2481787200095169	-6.733968160554937e-5	0.0009423706284707	-0.7497762799904831	3.41294468138e-5
4.0	1.0	0.0	2.0	-2.9972431866005755	0.24932976602785764	1.256339942434792e-5	0.0010038556491439	-0.7499832339721424	1.89216381169e-5
4.0	1.0	0.5	0.0	-0.9681043766182474	0.19173390111628363	-0.00043637661824724727	0.0008363619678568	0.19230790111628362	0.0009321529056078
4.0	1.0	0.5	0.5	-1.4782284003164692	0.21679083836445498	0.00035134968353101037	0.000909759274782	-0.694395161635545	0.0003254084806742
4.0	1.0	0.5	1.0	-2.0225739093636736	0.23179071278342184	-0.0010211593636735294	0.0009537431263676	-0.7462442872165782	0.0001162886593699
4.0	1.0	0.5	1.5	-2.528746623478354	0.23830512677306526	-0.0008221234783540865	0.0010104897913336	-0.7494253732269347	7.96097714321e-5
4.0	1.0	0.5	2.0	-3.028461925678913	0.2416935023556663	0.0005113243210868035	0.0010663360166275	-0.7498649976443337	6.53643278115e-5
4.0	1.0	1.0	0.0	-1.1890374657370681	0.13310407187084478	-0.0003884657370682998	0.0009297610145917	0.13187707187084477	0.0008608131245922
4.0	1.0	1.0	0.5	-1.6274029971373702	0.1688285223109105	0.0004970028626296585	0.000991651752569	-0.6605724776890896	0.0003926558739885
4.0	1.0	1.0	1.0	-2.146150367492024	0.19643810437652845	0.0007948825079759914	0.0010327644807045	-0.7365823956234716	0.0001956796741368
4.0	1.0	1.0	1.5	-2.6351677367814412	0.21124082893968762	0.0005395132185590512	0.0010835926490017	-0.7454656710603124	0.0001493986116994
4.0	1.0	1.0	2.0	-3.1216221572812968	0.22038989027245667	-0.000993157281296675	0.001134369177628	-0.7476991097275433	0.0001270598450464
4.0	1.0	1.5	0.0	-1.5701729733191951	0.07682498929978626	-0.002356973319195488	0.0010393171774411	0.07809898929978626	0.0007680406674197
4.0	1.0	1.5	0.5	-1.8898654047286239	0.11257221614063265	0.0012150952713763097	0.0010780439252175	-0.5843067838593674	0.000472210104023
4.0	1.0	1.5	1.0	-2.3522886754450765	0.15000434809583763	-0.0002561754450765008	0.0011165898937017	-0.7064826519041624	0.0002851273401984
4.0	1.0	1.5	1.5	-2.810778149604342	0.17366141077959182	-0.001245899604341627	0.001156607025506	-0.7316345892204081	0.0002219159787638
4.0	1.0	1.5	2.0	-3.2750894550341467	0.18969190298908	0.0008577949658530315	0.0012048195422168	-0.73982109701092	0.0001893016604949
4.0	1.0	2.0	0.0	-2.0501289961041964	0.04195523114480552	-0.001004996104196465	0.0011493870774089	0.042208731144805514	0.0006891561221334
4.0	1.0	2.0	0.5	-2.2567721654920283	0.06782086043533796	0.0004153345079713766	0.001167858490459	-0.479815639564662	0.0005270529305986
4.0	1.0	2.0	1.0	-2.6369726258827884	0.1051371251150616	-0.0007363758827887423	0.0011978426155021	-0.6494708748849384	0.0003683529584786
4.0	1.0	2.0	1.5	-3.0517361133771965	0.1337546327108748	-0.0010856133771968146	0.0012335845324016	-0.7019023672891251	0.0002918663453312
4.0	1.0	2.0	2.0	-3.4857440768988455	0.15511860775974573	0.0014239231011541342	0.0012747073054842	-0.7229078922402543	0.0002488077113014
4.0	1.2	0.0	0.0	-0.9528189827676099	0.23431601932044144	-0.0009560661009431204	0.0006715200351173	0.20472001932044143	0.0009797015038261
4.0	1.2	0.0	0.5	-1.4738682043142612	0.24470938134718412	-0.00012528764759411892	0.0007392465789041	-0.7302176186528159	0.0001967266717362
4.0	1.2	0.0	1.0	-1.994795848757003	0.2484995674257763	0.001044567909663785	0.0007949324831084	-0.7495364325742238	3.69681494079e-5
4.0	1.2	0.0	1.5	-2.4983617939600005	0.2495503456855363	-0.0010461689600003155	0.0008562144119599	-0.7499621543144637	1.60471991719e-5
4.0	1.2	0.0	2.0	-2.9994515028191575	0.24986457034886883	-0.0013344194858238012	0.0009132946200638	-0.7499959296511312	8.3803705157e-6
4.0	1.2	0.5	0.0	-1.0160675817910723	0.20579206473517453	0.0006736682089276691	0.0007517587484217	0.20505206473517454	0.0009534562714036
